timestamp,symbol,price
2025-09-18T17:12:54.098854,AAPL,165.57
2025-09-18T17:12:54.111431,AAPL,160.9
2025-09-18T17:12:54.124001,AAPL,165.31
2025-09-18T17:12:54.136580,AAPL,166.27
2025-09-18T17:12:54.149135,AAPL,163.66
2025-09-18T17:12:54.161668,AAPL,165.0
2025-09-18T17:12:54.174227,AAPL,164.8
2025-09-18T17:12:54.186768,AAPL,163.11
2025-09-18T17:12:54.199325,AAPL,167.52
2025-09-18T17:12:54.211875,AAPL,166.74
2025-09-18T17:12:54.223779,AAPL,168.54
2025-09-18T17:12:54.236310,AAPL,175.67
2025-09-18T17:12:54.248770,AAPL,178.44
2025-09-18T17:12:54.261327,AAPL,182.79
2025-09-18T17:12:54.273858,AAPL,183.61
2025-09-18T17:12:54.285931,AAPL,185.44
2025-09-18T17:12:54.298463,AAPL,187.73
2025-09-18T17:12:54.310993,AAPL,184.86
2025-09-18T17:12:54.322679,AAPL,180.44
2025-09-18T17:12:54.335221,AAPL,181.8
2025-09-18T17:12:54.346733,AAPL,174.76
2025-09-18T17:12:54.358470,AAPL,172.95
2025-09-18T17:12:54.371006,AAPL,170.12
2025-09-18T17:12:54.383537,AAPL,163.84
2025-09-18T17:12:54.396075,AAPL,164.34
2025-09-18T17:12:54.408623,AAPL,172.81
2025-09-18T17:12:54.419006,AAPL,169.69
2025-09-18T17:12:54.431554,AAPL,173.74
2025-09-18T17:12:54.444094,AAPL,176.06
2025-09-18T17:12:54.454581,AAPL,177.48
2025-09-18T17:12:54.467143,AAPL,180.59
2025-09-18T17:12:54.479698,AAPL,182.55
2025-09-18T17:12:54.489928,AAPL,187.06
2025-09-18T17:12:54.502472,AAPL,186.72
2025-09-18T17:12:54.515059,AAPL,187.17
2025-09-18T17:12:54.527647,AAPL,185.86
2025-09-18T17:12:54.539852,AAPL,188.24
2025-09-18T17:12:54.552411,AAPL,185.78
2025-09-18T17:12:54.564115,AAPL,185.96
2025-09-18T17:12:54.576640,AAPL,185.71
2025-09-18T17:12:54.589164,AAPL,187.44
2025-09-18T17:12:54.601690,AAPL,179.38
2025-09-18T17:12:54.612664,AAPL,187.12
2025-09-18T17:12:54.623771,AAPL,178.72
2025-09-18T17:12:54.636306,AAPL,179.89
2025-09-18T17:12:54.648898,AAPL,177.09
2025-09-18T17:12:54.659457,AAPL,180.36
2025-09-18T17:12:54.671291,AAPL,178.69
2025-09-18T17:12:54.683851,AAPL,179.08
2025-09-18T17:12:54.694979,AAPL,173.44
2025-09-18T17:12:54.706825,AAPL,173.09
2025-09-18T17:12:54.718665,AAPL,175.24
2025-09-18T17:12:54.730521,AAPL,171.84
2025-09-18T17:12:54.742368,AAPL,164.82
2025-09-18T17:12:54.752644,AAPL,162.72
2025-09-18T17:12:54.764117,AAPL,159.96
2025-09-18T17:12:54.776696,AAPL,160.77
2025-09-18T17:12:54.789270,AAPL,162.31
2025-09-18T17:12:54.801431,AAPL,163.42
2025-09-18T17:12:54.813996,AAPL,166.21
2025-09-18T17:12:54.826564,AAPL,165.26
2025-09-18T17:12:54.839087,AAPL,167.37
2025-09-18T17:12:54.851663,AAPL,166.6
2025-09-18T17:12:54.863334,AAPL,166.77
2025-09-18T17:12:54.874500,AAPL,165.46
2025-09-18T17:12:54.886161,AAPL,167.39
2025-09-18T17:12:54.898705,AAPL,170.02
2025-09-18T17:12:54.909870,AAPL,175.06
2025-09-18T17:12:54.921702,AAPL,175.32
2025-09-18T17:12:54.934235,AAPL,174.02
2025-09-18T17:12:54.945382,AAPL,179.64
2025-09-18T17:12:54.957964,AAPL,178.4
2025-09-18T17:12:54.969117,AAPL,177.39
2025-09-18T17:12:54.981692,AAPL,171.19
2025-09-18T17:12:54.992804,AAPL,170.72
2025-09-18T17:12:55.004635,AAPL,171.55
2025-09-18T17:12:55.016491,AAPL,174.95
2025-09-18T17:12:55.028337,AAPL,183.52
2025-09-18T17:12:55.040224,AAPL,184.27
2025-09-18T17:12:55.052760,AAPL,187.59
2025-09-18T17:12:55.064124,AAPL,184.59
2025-09-18T17:12:55.076670,AAPL,180.37
2025-09-18T17:12:55.087587,AAPL,178.65
2025-09-18T17:12:55.100013,AAPL,176.13
2025-09-18T17:12:55.112541,AAPL,175.48
2025-09-18T17:12:55.125069,AAPL,174.53
2025-09-18T17:12:55.136957,AAPL,175.11
2025-09-18T17:12:55.149482,AAPL,177.71
2025-09-18T17:12:55.160667,AAPL,175.87
2025-09-18T17:12:55.172516,AAPL,176.91
2025-09-18T17:12:55.185072,AAPL,176.28
2025-09-18T17:12:55.196224,AAPL,172.07
2025-09-18T17:12:55.208116,AAPL,171.85
2025-09-18T17:12:55.220657,AAPL,168.47
2025-09-18T17:12:55.232136,AAPL,162.91
2025-09-18T17:12:55.244851,AAPL,161.7
2025-09-18T17:12:55.255797,AAPL,163.55
2025-09-18T17:12:55.268374,AAPL,164.59
2025-09-18T17:12:55.280979,AAPL,167.58
2025-09-18T17:12:55.293532,AAPL,163.37
2025-09-18T17:12:55.304353,AAPL,165.52
2025-09-18T17:12:55.315537,AAPL,166.47
2025-09-18T17:12:55.328096,AAPL,165.53
2025-09-18T17:12:55.341029,AAPL,159.35
2025-09-18T17:12:55.352397,AAPL,161.92
2025-09-18T17:12:55.364506,AAPL,163.29
2025-09-18T17:12:55.377088,AAPL,166.76
2025-09-18T17:12:55.389755,AAPL,168.88
2025-09-18T17:12:55.402140,AAPL,172.16
2025-09-18T17:12:55.414492,AAPL,172.8
2025-09-18T17:12:55.426997,AAPL,170.66
2025-09-18T17:12:55.439496,AAPL,179.88
2025-09-18T17:12:55.451996,AAPL,176.56
2025-09-18T17:12:55.464493,AAPL,176.33
2025-09-18T17:12:55.477018,AAPL,178.11
2025-09-18T17:12:55.489337,AAPL,177.01
2025-09-18T17:12:55.501913,AAPL,179.68
2025-09-18T17:12:55.512391,AAPL,184.04
2025-09-18T17:12:55.524939,AAPL,187.33
2025-09-18T17:12:55.536716,AAPL,183.69
2025-09-18T17:12:55.548381,AAPL,181.72
2025-09-18T17:12:55.560117,AAPL,183.56
2025-09-18T17:12:55.572777,AAPL,182.82
2025-09-18T17:12:55.585351,AAPL,179.94
2025-09-18T17:12:55.597926,AAPL,182.41
2025-09-18T17:12:55.610499,AAPL,183.13
2025-09-18T17:12:55.621987,AAPL,188.3
2025-09-18T17:12:55.632753,AAPL,183.86
2025-09-18T17:12:55.645346,AAPL,177.88
2025-09-18T17:12:55.657506,AAPL,172.34
2025-09-18T17:12:55.670102,AAPL,173.78
2025-09-18T17:12:55.682660,AAPL,179.1
2025-09-18T17:12:55.693748,AAPL,179.9
2025-09-18T17:12:55.706158,AAPL,173.02
2025-09-18T17:12:55.718672,AAPL,171.23
2025-09-18T17:12:55.729384,AAPL,175.78
2025-09-18T17:12:55.739496,AAPL,176.92
2025-09-18T17:12:55.751993,AAPL,177.54
2025-09-18T17:12:55.764497,AAPL,175.3
2025-09-18T17:12:55.777020,AAPL,173.2
2025-09-18T17:12:55.788722,AAPL,174.25
2025-09-18T17:12:55.801327,AAPL,175.84
2025-09-18T17:12:55.813686,AAPL,185.21
2025-09-18T17:12:55.823983,AAPL,184.13
2025-09-18T17:12:55.836605,AAPL,186.81
2025-09-18T17:12:55.848778,AAPL,184.24
2025-09-18T17:12:55.861007,AAPL,182.83
2025-09-18T17:12:55.872833,AAPL,185.72
2025-09-18T17:12:55.885427,AAPL,184.11
2025-09-18T17:12:55.897850,AAPL,177.68
2025-09-18T17:12:55.910391,AAPL,183.96
2025-09-18T17:12:55.922960,AAPL,182.65
2025-09-18T17:12:55.934357,AAPL,178.8
2025-09-18T17:12:55.946292,AAPL,181.68
2025-09-18T17:12:55.959773,AAPL,178.72
2025-09-18T17:12:55.969976,AAPL,179.79
2025-09-18T17:12:55.982254,AAPL,179.15
2025-09-18T17:12:55.994857,AAPL,179.71
2025-09-18T17:12:56.007030,AAPL,182.07
2025-09-18T17:12:56.017405,AAPL,184.58
2025-09-18T17:12:56.029179,AAPL,185.92
2025-09-18T17:12:56.041227,AAPL,190.89
2025-09-18T17:12:56.053800,AAPL,185.42
2025-09-18T17:12:56.064879,AAPL,182.19
2025-09-18T17:12:56.077660,AAPL,186.68
2025-09-18T17:12:56.090166,AAPL,187.15
2025-09-18T17:12:56.101694,AAPL,185.01
2025-09-18T17:12:56.113872,AAPL,196.92
2025-09-18T17:12:56.126188,AAPL,202.77
2025-09-18T17:12:56.138781,AAPL,207.39
2025-09-18T17:12:56.150342,AAPL,209.38
2025-09-18T17:12:56.161335,AAPL,214.22
2025-09-18T17:12:56.173300,AAPL,209.13
2025-09-18T17:12:56.185934,AAPL,216.38
2025-09-18T17:12:56.198504,AAPL,220.66
2025-09-18T17:12:56.211109,AAPL,220.13
2025-09-18T17:12:56.223386,AAPL,216.19
2025-09-18T17:12:56.235935,AAPL,222.05
2025-09-18T17:12:56.248488,AAPL,219.21
2025-09-18T17:12:56.260712,AAPL,224.64
2025-09-18T17:12:56.273329,AAPL,213.69
2025-09-18T17:12:56.285896,AAPL,215.57
2025-09-18T17:12:56.296955,AAPL,219.14
2025-09-18T17:12:56.307566,AAPL,223.6
2025-09-18T17:12:56.319524,AAPL,226.02
2025-09-18T17:12:56.332229,AAPL,222.34
2025-09-18T17:12:56.344789,AAPL,216.97
2025-09-18T17:12:56.357093,AAPL,209.63
2025-09-18T17:12:56.368410,AAPL,214.78
2025-09-18T17:12:56.380956,AAPL,220.63
2025-09-18T17:12:56.393494,AAPL,222.89
2025-09-18T17:12:56.406036,AAPL,221.48
2025-09-18T17:12:56.418609,AAPL,219.71
2025-09-18T17:12:56.431146,AAPL,214.39
2025-09-18T17:12:56.441813,AAPL,220.66
2025-09-18T17:12:56.453003,AAPL,218.72
2025-09-18T17:12:56.465561,AAPL,216.14
2025-09-18T17:12:56.478124,AAPL,222.0
2025-09-18T17:12:56.489528,AAPL,227.34
2025-09-18T17:12:56.502099,AAPL,224.27
2025-09-18T17:12:56.514674,AAPL,219.54
2025-09-18T17:12:56.527254,AAPL,221.39
2025-09-18T17:12:56.537667,AAPL,224.03
2025-09-18T17:12:56.550215,AAPL,222.19
2025-09-18T17:12:56.562767,AAPL,213.47
2025-09-18T17:12:56.575309,AAPL,212.64
2025-09-18T17:12:56.587862,AAPL,209.29
2025-09-18T17:12:56.598788,AAPL,214.09
2025-09-18T17:12:56.611347,AAPL,209.41
2025-09-18T17:12:56.623930,AAPL,206.34
2025-09-18T17:12:56.636510,AAPL,209.72
2025-09-18T17:12:56.649056,AAPL,207.08
2025-09-18T17:12:56.661627,AAPL,213.7
2025-09-18T17:12:56.673808,AAPL,218.03
2025-09-18T17:12:56.686364,AAPL,216.71
2025-09-18T17:12:56.700999,AAPL,218.19
2025-09-18T17:12:56.713083,AAPL,210.7
2025-09-18T17:12:56.725748,AAPL,210.71
2025-09-18T17:12:56.736883,AAPL,209.05
2025-09-18T17:12:56.748184,AAPL,210.5
2025-09-18T17:12:56.760320,AAPL,221.42
2025-09-18T17:12:56.772820,AAPL,226.41
2025-09-18T17:12:56.785444,AAPL,219.39
2025-09-18T17:12:56.797847,AAPL,224.22
2025-09-18T17:12:56.808968,AAPL,221.75
2025-09-18T17:12:56.819167,AAPL,225.69
2025-09-18T17:12:56.831156,AAPL,224.28
2025-09-18T17:12:56.843744,AAPL,227.07
2025-09-18T17:12:56.854109,AAPL,232.96
2025-09-18T17:12:56.866089,AAPL,234.96
2025-09-18T17:12:56.877766,AAPL,230.79
2025-09-18T17:12:56.889506,AAPL,228.91
2025-09-18T17:12:56.901988,AAPL,230.67
2025-09-18T17:12:56.914483,AAPL,226.39
2025-09-18T17:12:56.927023,AAPL,225.7
2025-09-18T17:12:56.939518,AAPL,222.21
2025-09-18T17:12:56.952191,AAPL,227.05
2025-09-18T17:12:56.963813,AAPL,219.47
2025-09-18T17:12:56.976393,AAPL,217.21
2025-09-18T17:12:56.988979,AAPL,223.95
2025-09-18T17:12:56.999771,AAPL,224.16
2025-09-18T17:12:57.010094,AAPL,227.61
2025-09-18T17:12:57.021397,AAPL,230.04
2025-09-18T17:12:57.033340,AAPL,226.21
2025-09-18T17:12:57.045989,AAPL,229.28
2025-09-18T17:12:57.057829,AAPL,230.86
2025-09-18T17:12:57.070538,AAPL,232.43
2025-09-18T17:12:57.082170,AAPL,233.57
2025-09-18T17:12:57.094435,AAPL,236.06
2025-09-18T17:12:57.106998,AAPL,242.4
2025-09-18T17:12:57.118653,AAPL,250.82
2025-09-18T17:12:57.131231,AAPL,245.22
2025-09-18T17:12:57.141539,AAPL,243.96
2025-09-18T17:12:57.151966,AAPL,234.47
2025-09-18T17:12:57.164521,AAPL,235.96
2025-09-18T17:12:57.175010,AAPL,229.18
2025-09-18T17:12:57.187029,AAPL,223.29
2025-09-18T17:12:57.198588,AAPL,224.57
2025-09-18T17:12:57.210449,AAPL,227.02
2025-09-18T17:12:57.222995,AAPL,228.12
2025-09-18T17:12:57.234068,AAPL,224.87
2025-09-18T17:12:57.246597,AAPL,225.22
2025-09-18T17:12:57.257105,AAPL,229.72
2025-09-18T17:12:57.267643,AAPL,223.89
2025-09-18T17:12:57.279504,AAPL,221.87
2025-09-18T17:12:57.292063,AAPL,220.68
2025-09-18T17:12:57.304619,AAPL,215.98
2025-09-18T17:12:57.316853,AAPL,218.21
2025-09-18T17:12:57.329423,AAPL,217.08
2025-09-18T17:12:57.341535,AAPL,218.6
2025-09-18T17:12:57.352421,AAPL,216.12
2025-09-18T17:12:57.363329,AAPL,215.02
2025-09-18T17:12:57.373996,AAPL,204.81
2025-09-18T17:12:57.385988,AAPL,192.01
2025-09-18T17:12:57.398545,AAPL,183.9
2025-09-18T17:12:57.411121,AAPL,185.36
2025-09-18T17:12:57.423330,AAPL,177.42
2025-09-18T17:12:57.435905,AAPL,179.32
2025-09-18T17:12:57.448029,AAPL,183.09
2025-09-18T17:12:57.458942,AAPL,181.42
2025-09-18T17:12:57.471536,AAPL,183.85
2025-09-18T17:12:57.483647,AAPL,182.68
2025-09-18T17:12:57.493954,AAPL,176.64
2025-09-18T17:12:57.506524,AAPL,178.57
2025-09-18T17:12:57.517172,AAPL,176.7
2025-09-18T17:12:57.529707,AAPL,178.33
2025-09-18T17:12:57.542264,AAPL,173.08
2025-09-18T17:12:57.554820,AAPL,171.3
2025-09-18T17:12:57.567384,AAPL,165.46
2025-09-18T17:12:57.579942,AAPL,169.37
2025-09-18T17:12:57.592503,AAPL,168.88
2025-09-18T17:12:57.605064,AAPL,167.17
2025-09-18T17:12:57.616632,AAPL,166.55
2025-09-18T17:12:57.629212,AAPL,166.88
2025-09-18T17:12:57.639739,AAPL,162.09
2025-09-18T17:12:57.651846,AAPL,157.62
2025-09-18T17:12:57.664455,AAPL,152.62
2025-09-18T17:12:57.677048,AAPL,153.06
2025-09-18T17:12:57.689610,AAPL,154.2
2025-09-18T17:12:57.702167,AAPL,154.19
2025-09-18T17:12:57.714483,AAPL,149.38
2025-09-18T17:12:57.724978,AAPL,146.23
2025-09-18T17:12:57.737549,AAPL,146.3
2025-09-18T17:12:57.750123,AAPL,146.24
2025-09-18T17:12:57.762720,AAPL,145.47
2025-09-18T17:12:57.773757,AAPL,141.95
2025-09-18T17:12:57.786348,AAPL,141.36
2025-09-18T17:12:57.798908,AAPL,141.77
2025-09-18T17:12:57.810845,AAPL,142.81
2025-09-18T17:12:57.823421,AAPL,144.64
2025-09-18T17:12:57.836001,AAPL,148.78
2025-09-18T17:12:57.848565,AAPL,148.3
2025-09-18T17:12:57.861125,AAPL,143.05
2025-09-18T17:12:57.873715,AAPL,145.16
2025-09-18T17:12:57.886298,AAPL,146.33
2025-09-18T17:12:57.898766,AAPL,148.3
2025-09-18T17:12:57.911340,AAPL,148.1
2025-09-18T17:12:57.923905,AAPL,145.73
2025-09-18T17:12:57.936468,AAPL,144.94
2025-09-18T17:12:57.949020,AAPL,146.41
2025-09-18T17:12:57.961589,AAPL,144.71
2025-09-18T17:12:57.974153,AAPL,145.11
2025-09-18T17:12:57.986750,AAPL,142.51
2025-09-18T17:12:57.998773,AAPL,142.94
2025-09-18T17:12:58.011335,AAPL,149.31
2025-09-18T17:12:58.023757,AAPL,141.88
2025-09-18T17:12:58.036325,AAPL,141.24
2025-09-18T17:12:58.048877,AAPL,138.54
2025-09-18T17:12:58.060506,AAPL,139.72
2025-09-18T17:12:58.072822,AAPL,142.65
2025-09-18T17:12:58.085430,AAPL,138.45
2025-09-18T17:12:58.098003,AAPL,141.12
2025-09-18T17:12:58.108353,AAPL,140.88
2025-09-18T17:12:58.118641,AAPL,145.27
2025-09-18T17:12:58.131226,AAPL,143.6
2025-09-18T17:12:58.143769,AAPL,141.09
2025-09-18T17:12:58.156319,AAPL,140.53
2025-09-18T17:12:58.168875,AAPL,143.64
2025-09-18T17:12:58.181429,AAPL,143.79
2025-09-18T17:12:58.193964,AAPL,146.45
2025-09-18T17:12:58.206494,AAPL,146.57
2025-09-18T17:12:58.219058,AAPL,146.08
2025-09-18T17:12:58.231601,AAPL,148.58
2025-09-18T17:12:58.244147,AAPL,151.33
2025-09-18T17:12:58.256679,AAPL,143.27
2025-09-18T17:12:58.269222,AAPL,145.18
2025-09-18T17:12:58.281800,AAPL,146.1
2025-09-18T17:12:58.294337,AAPL,145.97
2025-09-18T17:12:58.306889,AAPL,146.15
2025-09-18T17:12:58.317849,AAPL,147.94
2025-09-18T17:12:58.328007,AAPL,150.21
2025-09-18T17:12:58.340296,AAPL,153.35
2025-09-18T17:12:58.351332,AAPL,151.46
2025-09-18T17:12:58.363054,AAPL,151.92
2025-09-18T17:12:58.373861,AAPL,155.47
2025-09-18T17:12:58.384648,AAPL,157.42
2025-09-18T17:12:58.396498,AAPL,155.49
2025-09-18T17:12:58.408343,AAPL,155.08
2025-09-18T17:12:58.420096,AAPL,152.59
2025-09-18T17:12:58.431943,AAPL,158.42
2025-09-18T17:12:58.444538,AAPL,154.37
2025-09-18T17:12:58.457093,AAPL,157.3
2025-09-18T17:12:58.468901,AAPL,158.55
2025-09-18T17:12:58.481456,AAPL,156.39
2025-09-18T17:12:58.493298,AAPL,152.15
2025-09-18T17:12:58.504843,AAPL,148.79
2025-09-18T17:12:58.516369,AAPL,147.92
2025-09-18T17:12:58.528926,AAPL,144.56
2025-09-18T17:12:58.541501,AAPL,141.3
2025-09-18T17:12:58.554095,AAPL,145.36
2025-09-18T17:12:58.566675,AAPL,143.3
2025-09-18T17:12:58.579249,AAPL,143.17
2025-09-18T17:12:58.591811,AAPL,139.14
2025-09-18T17:12:58.604405,AAPL,137.54
2025-09-18T17:12:58.615424,AAPL,138.71
2025-09-18T17:12:58.628002,AAPL,141.18
2025-09-18T17:12:58.640425,AAPL,137.37
2025-09-18T17:12:58.652571,AAPL,132.35
2025-09-18T17:12:58.665178,AAPL,131.62
2025-09-18T17:12:58.677736,AAPL,129.94
2025-09-18T17:12:58.690294,AAPL,128.98
2025-09-18T17:12:58.702849,AAPL,129.2
2025-09-18T17:12:58.715433,AAPL,128.55
2025-09-18T17:12:58.728008,AAPL,129.2
2025-09-18T17:12:58.740421,AAPL,125.44
2025-09-18T17:12:58.752991,AAPL,124.77
2025-09-18T17:12:58.765595,AAPL,123.82
2025-09-18T17:12:58.778154,AAPL,119.25
2025-09-18T17:12:58.790715,AAPL,117.8
2025-09-18T17:12:58.803277,AAPL,120.94
